,label,text
313267,1,垃圾，开机速度奇慢，电脑卡顿，
229063,5,已收到，外观很好，配置也很不错，值得推荐好评。
108850,5,运行正常，很稳定，不愧是国际品牌，戴尔的性价比也是最好的，感谢店家的话费，很实在
250679,4,噪音小，散热好
214879,1,内屏算坏不给退还  不给退还
491182,5,机器配置强劲，主要部件均是新技术的使用，扩展性比较好，适合中型企业少用，日后升级扩展也是很不错的选择，管理方面也是很方便，戴尔机器的可管理性一直都很不错的
276848,5,这台电脑简直能把人气死，买的时候急用，看到预计第二天送达才买的，结果第二天显示派送，打给快递员却告诉我只到了主机，显示器是另一个包裹，那好吧，我叫客服把显示器包裹的单号给我，我要看下什么时候能到，客服却告诉我他们也不知道？而且无法查询到！exm？京东是来搞笑的吗？然后电脑到了之后，用了一下发现特别卡，开个网页都卡，找戴尔售后，告诉我这不正常，别人用都不卡，给了我各种方法叫我自己调试，我就信了他了，结果反复调试，花了十几天时间，根本没用还是很卡，然后戴尔告诉我，这台电脑的配置就是比较慢的哦～我问他你怎么不早说，一开始为什么要告诉我别人用不会卡，让我浪费那么多时间去沟通和调试？我要求退货，然后戴尔和京东客服说过了15天了不能退，怎么沟通都没用，呵呵，品牌就是这么做烂的，你们继续。
122807,4,总体来说还是很不错的，毕竟是老品牌了，不满意的地方就是显示屏如果能调整角度就好了，为了看着舒服，我在座下面垫了一个厚的手机支架。懒得换了，将就着用吧。
329896,3,bought it in march 17 as of today out of nowhere a red line is on the monitor on the left middle .
161639,5,屏幕大，办公很不错，下次还买
109768,5,运行速度很快，包装很好。快递非常快。第二天就到了。
516345,4,性能质量没问题。
430734,4,性能不错，开机速度飞快，外壳塑料感较强，不过4XXX的价格还是比较值的。其他暂时没有发现问题。
53292,4,原先以为购买的品牌电脑质量很好，哪里知道才买回来两个多月就出现故障，送到维修服务站点师傅打开机一看里面的配件固态硬盘和内存条都不是戴尔原装 ，就这样人家就不给维修了，只好联系商家寄到那儿维修，修完好使用又出现黑屏显示驱动器运行故障挺失败的一次购物
19705,2,不得不说，售后是真的查。充电时有明显的电流声，吱吱吱的，自营店售后让我关注惠普的~公众号，说前面有人工服务。。。。原来就是个在线机器人，搜不到这个问题。让我直接去找售后实体店。。。。。。。那么请问在线售后有何用。。电脑自带的e管家上面的工程师是吃干饭的吗？？？基本不在线，好不容易遇到个在线的，就晚回消息大概一分钟，就说我不在线，有问题再联系他，联系个。。。啊，工程师直接下线了。。。。你们是只管卖出去嘛？？？？气死了，浪费时间还要写这么多
535543,5,已经算是鑫智科技的老客户了，近两年公司的需求都是在这家采购，服务专业，发货开票都很及时。
338054,1,根本没有，懒得找店家了
152899,5,很不错的店家，送了赠品
391225,3,我用了两个月了前面还好最近经常连着wifi 然后突然断了然后就连不起了强烈建议别买，真的是赌运气出不出问题  那些有问题的评论都应该是真的
365609,2,在京东买东西第一次快递这么慢，6号下单，10号才到。专卖店的客服服务态度很好，很细致耐心，在此赞一个。
462609,5,此用户未填写评价内容
158366,4,感觉还行。屏幕的铰链设计不好，感觉屏幕会晃动。有很多锐角，易伤人。没有光驱，电池不可拆卸。
320111,4,满意
248807,5,好评啊！购买后几天的个人观点要买的朋友可以客观的看看优点：物流超快，客服服务态度好，可以补差价这个很舒服，电脑是新的，查电脑配件也偷工减料，该什么就什么，硬盘时间1小时属于正常，屏幕素质超级好，没有漏光，配合144真的好爽，看1080甚至是2k视频都很清晰，游戏下载了刺客信条起源和GTA，最高画质非常流畅，lol的fps300多，跑分性能模式最高27w6，音质很好但不是惊艳，适合听人声和游戏的声音，不太适合摇滚和电音类型的音乐缺点：玩高画质游戏cpu98℃，实测加了散热器减少10-20℃，电源适配器也非常热，高热量换来的是高性能，我觉得惠普有考虑过寿命的问题，希望不是盲目自信，毕竟一线厂商，觉得介意温度的同学不要买了。还有就是什么配件都不送，对，连屏幕保护膜都不送的，MCA杀毒软件可以防病毒文件（秒删病毒，牛#），但是对流氓软件束手无策（害的我重装一次，花费了1个半小时）个人观点：没有产品是完美的，就看你喜欢他的什么，可以忍受他的什么，i5+1050ti的配置考虑过，选择1060是有可能换了一两个配件且游戏体验更好，别说i5带不动了，玩个游戏cpu才占用50%，除非是要制作视频的
367300,3,差评，昨天刚买今天刚到，价格降了300
352648,1,垃圾电脑，写的是商务电脑，实际是家庭版的，办公根本不行，
448420,5,没看清详情，不带光盘的，失败的一次购物，退麻烦将就用用吧
391795,4,显示屏本身是很棒的，办公用美滋滋，如果想随身携带的话还是有点沉（ '? ' ）没有想象的轻便，但还是超级喜欢
321985,1,很坑，电脑上没有office这些正版软件，询问客服也一直跟我岔开话题。服了，要不是给公司买的就退货了，真是垃圾，再也不会买戴尔！！！
431546,5,大品牌，已购买多次了，值得购买。
105766,4,电脑运行流畅，外观时尚，整体感觉不错。
79829,5,公司采购，项目上使用，东西不错，买过几次了。
56975,5,运行稳定
3911,4,办公用着很方便，喜欢戴尔的电脑，家用的一台使用五年了，这次京东服务好！
177141,5,东西收到了，物流很快，给电脑降温很快的，
515936,1,1号购买的标题还讲保价双十一，今天又降价了。京东就是任性，价格一天一个样。我也学你就这么任性的一分。电脑开机挺快10秒以内，散热现在这个天气键盘中间触摸大概40上下，不晓得夏天或者玩个游戏会怎么样子。没有跑分也没测试。只是办公，看看电视足够了。
147901,1,质量又差，带电时间短，电脑又卡，找客服都没人理，什么破店，@了吧，希望朋友们买电脑时看仔细了，才一天就不行了
482343,1,才用到今天 各种问题接踵而来 突然黑屏都不能打开 太可怕了
444346,1,这家店主坑蒙拐骗，垃圾里的垃圾，卖假货，评价全部刷出来的。
231424,1,感觉不太好，怎么就一个区，为什么不分好区，本来对电脑就不太懂，这下好了，不会分区，电脑跑的越来越慢，还不到一个月，到底如何解决，真是烦&hellip;本想买个品牌机性能比较稳定，那知道添麻烦，烦&hellip;喜那，售后在那，能不能帮解决一下!!!
253135,5,优派还不错，主要是价格便宜
63735,4,显示器整体很好，对于分辨率不高的主机还支持羽化处理，整体摆放方便，而且借口齐全，分辨率高，显示锐利。色彩很好，但是不够惊艳。唯一不足是显示器下边漏光且有黑边，这个问题是该款显示器的通病了。买了两天都是这样。
208020,5,用了一天多才来评价，先说结论，总体还行，本来打算等等九代U笔记本的，听说都采用了钎焊，散热应该更强吧，但是老本实在太难用了，还是换了，安慰自己早买早享受，在小米proGTX版，戴尔XPS15和这款之间纠结，小米因为低压U+没有接地线放弃（前两天4999没注意到，这个价格面前以上2点都是虚的），戴尔XPS15因为键盘类肤质太打油+没独显放弃，游戏虽然很少玩但有时候还是要打两把LOL，最终选了这款，刚拿到就有点问题，指纹识别识别率很低，后来咨询客服更新了驱动这个问题得到了解决，618这款**宣传我也知道，但是实在是友商不争气啊！（其实是贵的买不起~），说说我认为最大的缺点吧，就是电脑有时候风扇声音比较大，你说我满载运行，杀毒软件扫描也就罢了，安装个软件它都要转一阵，无语，其它暂时没什么，又再追评
222996,5,大品牌，质量可信赖，客服专业提供参考意见，希望有更多优惠活动
477876,5,值得买，1080够用就行
379492,5,昨天下午5点多买的，今天上午就到货了。速度非常快，还没有使用其他功能感觉还不错！
431306,1,u2718q 4k分辨率 并不能60hz 叹.
134463,5,公司购买的机器是用来做文件服务器的，ERP应用的，性价比很高，运行起来没有什么压力，也很流畅，反馈很不错的。
535725,4,还可以。
133354,1,用2个月屏就坏了，保修点又少，拿到市区去修，跑几次路费都好几百，第一次买东西给差评
45933,5,中等购买下单的，感觉非常好，后期等着升级满意
13074,5,机器收到了，北京送货还是很快的，帮忙安装了系统 ，参数是我们技术要求的，收到后还是很满意的 ，上海公司过段时间也要采购，到时候再联系店家。愉快的购物体验。
338388,5,非常满意，机箱美观，电脑运行流畅
159818,4,质量手感还可以，比较轻便。
49164,5,商品不错，比想象中的要好。特别喜欢，还会多次购买。
83182,1,态度极差。问问退货跟我奖消法！建议买他家电脑一定要先去学习个法律！还打电话过来跟你吵架！退货也不受理！总之这家卖电脑的很NB很大爷！得罪不起！
20442,4,还不错 就是物流慢了点
523069,5,屏幕够大，好用，满足办公需求
152567,5,不错!下次还会来买
381813,5,这配置，这价钱，太超值了。心里偷着乐
97959,5,超级小巧的工作站，挺省地方，用起来还好，不过刚开始有点看不清楚正反?
394284,4,感觉还好，就是有时感觉不是微软商店上的应用运行起来不太清晰
398153,5,和商家商量好的，直接送货&hellip;很快就送过来了，靠谱.../??
378872,1,产品用不到两个月即出问题，戴尔售后弄虚作假，根本没人联系我的前提下，却说上门拍照标贴有问题，拒绝换货，莫非这工作人员是小偷？没有钥匙却可以进去我办公室？此事必将投诉到底，维权到底！戴尔售后让消费者心寒！
353185,5,不错，唯一就是至少该送个鼠标吧
472220,5,超级优秀的电脑，性价比超级高，你值得拥有
60453,5,性能不错
327287,1,太垃圾了，连个手游都运行不了
225785,5,这是新同事原有用过这品牌，推荐使用，非常好的效果，清晰度各方面都非常好，是一款值得推荐好用的显示器
493102,2,本来想打一星的，后来想想不忍心，货是好货，我前前后后没了十几台，没有出过任何问题，这点给店家点赞。但是，接下来我要吐槽了，有兴趣的可以看我和店家纠纷撕逼的全过程。简单介绍一下，十一我下单，下单前我还问了客服，客服说2-3天到，OK，我二话没说打钱过去了。三天后没到啊，我就看一下运单，我发现货还没发，没发你们懂吗？还没上车呢。本来十一到了，我小侄女十一放假回家，开学那这电脑会学校，结果15号才到，我小侄女已经回学校了，我跟店家说收货地址改一下，改到我小侄女学校吧，他们满口答应，立刻更改，结果还是发到了老家。然后国家**从老家无法寄快递，愣是让我小侄女等了一个多月才用到电脑。其中的各种事情，来回的打电话，家里拌嘴，各位应该都能想象。现在想起来都火大。我没要店家赔偿，店家说赔偿些小东西，我说不要，只需要你们先快点吧货送来。店家表示歉意，给小侄女50块钱。然后我心想，路上这么久，然后小侄女用，店家就赔偿一个承诺吧，一年质保，我也说了，买了很多台电脑了，没出过问题，就是店家一个质保承诺，有可能根本用不上。结果不愿意，最后说愿意陪从老家到侄女学校的运费最好玩的是我没接到他们电话。他们无责了事，看图
478870,5,特别喜欢，外观很漂亮，比较实用
333514,5,速度快
14667,5,二次~了，很好，外观漂亮，性能很强大！京东物流速度很快~赞一个
314734,5,真是太小巧了
171050,4,屏幕没有想象的大，感觉2k分辨率也就那样，可能视网膜屏看多了
433137,5,颜值高，挺好的
358987,4,噪音小，散热好
117115,5,买了好几台了！用的不错！
493266,5,非常好！值得刚买
480845,5,不错的机器，小而精。速度快相当不错，卖家装了系统，技术支持也不错。很好的卖家以后还会再来的。
151903,5,送的保修卡也挺好的，有保障
414996,1,"I bought this monitor but it came with failures. On the right side there are 4 vertical colored stripes. Usually red but may change depending on the background color to yellow or blue. It's not a video card problem, I tried connecting only the monitor and the lines are still there."
207410,5,公司技术部老总指定的服务器，现在外省的伙伴也开始使用中，不错
484982,5,电脑非常好，一点都不卡，屏幕也非常清晰，物流非常快，卖家服务态度非常好
380929,5,给公司买的，用着不错，已经是第二次买了。喜欢的可以下手不会后悔。
445418,4,还不错 就是物流慢了点
236945,5,非常满意，物流迅速，价廉物美&hellip;
179893,5,机器还不错，名牌正品，机器挺好用，速度很快的，就是要求安装的win10系统还不太习惯，过几天换个WIN7
186428,5,给予了优惠，加装了固态硬盘，安装了WIN10，电脑速度很快，很好！ 最好的服务，回复速度快，有问必答，有问题立马解决！
496439,5,机子漂亮，好用，装系统有点难度，要注意新的硬盘驱动
213308,3,运行速度感觉有点卡顿&hellip;&hellip;正在怀疑是不是正品
308347,1,我只能说我非常后悔买了这个电脑。收到不到一个月就是启动有问题。还有声音要第二次开机才有。寄回去店家说换了个显卡给我？很烂的。然后现在收到发现系统也是有问题的。浏览器只有ie上的了其他都上不了。很烂很烂5700打水飘。而且当我反应问题的时候店家觉得我来找茬？我可没这么多时间跟闲钱！反正我很不满意。寄回来的时候还推迟了差不多一星期。非常后悔后悔后悔！亲身体验。烂烂烂&hellip;&hellip;现在用也很烂。显示屏时不时会闪。我觉得不是显示屏问题吧。是这个机子真的太烂了。显示屏我是新买的。不满意！
4874,3,买了才几天就降价6元，都是双十一期间买的，京东是怎么定价的呀？
480494,2,显示器质量还可以，就是售后有些麻烦，不敢退，不敢换
173809,5,非常满意好卖家
31483,5,好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好 好
307594,5,售后服务有保障
469854,4,双11购买的，刚收到货，过段时间看下使用效果，希望是正品
220516,1,在京东购物几年遇到最垃圾的客服，服务最差的店，
6972,5,很实在的卖家，请懂行的同事看过确实是正品，价格也很公道，安装也非常方便，非常愉快的一次网购，给满满的赞赞，以后有需要会再来的
360103,5,京东购物方便快捷，品质值得信赖。
55634,3,可能是我作为京东12年用户购物中首次感受到大品牌#商品控越做越差的代表，之前听说过二手货这个传闻但并没有遇到过，这次我买的还是旗舰款U系列的全新货~结果如图所示除了一道透明胶外其他部位感觉都有拆开过的痕迹，打开纸箱取出底座看到了生产日期是一年前的货物&hellip;&hellip;再看接口细节金属部位有些已经变型，外观评价就先说这么多吧~屏幕接通电源后续再追评吧，PS:京东师傅依旧给力
14372,5,赞，速度快～～～
26115,5,大品牌显示器，显示效果清晰细腻，颜色鲜艳。价格适中。
403355,3,物流时间还可以，设备没有装任何系统。物流到的时候，主机外包装就一个黑塑料袋包装，撕开塑料袋，电脑外包装纸箱上坑坑洼洼，再交付给客户&hellip;&hellip;
374451,5,图片与实物相符、用着不错。
206469,4,发货及时，物流速度快，京东物流赞。外观大气，简洁漂亮，开机速度快，运行流畅、稳定。非常好用，特别喜欢。
281211,1,机子呢就那样，质量一般，没上一个戴尔好，主要看中它轻便，毕竟低端机，价格也低，本来就买来做做文档的，也没抱太大期望。 客服服务是真的差劲，买之前说好了帮忙改系统，收到货后就变天了，发了个所谓教程，就是几张截图，完全没解释，随便百度一下都解释的要详细太多，急着用电脑，最后自己网上看了两天，改完了。真的冒火，两句话就说清楚的事，遇到问题不是想解决，先想到的是推卸，那位客服，望你这样继续前行。
223590,5,挺好的，性价比很高。物流也快，三天就到了。
416686,5,本本很轻便，外观漂亮，固态硬盘速度也快，与老本本相比流畅度质的飞跃，系统优化也很方便，预装软件基本够用，不打游戏所以把游戏都卸载了，安装了日常应用的软件，使用起来也没有生涩感。没有出现死机或蓝屏状态。也希望永远不出现问题。总体评价：优秀。
210784,2,声卡出问题了
360840,4,商品还可以，值得购买，第二次购买了
516704,2,"This is not compatible with the Dell or any other sound bar. There are no hooks or slots to connect it to. Also, it includes the mDP cable, but not the HDMI cable which you need in order to use the audio jack on the back. If you're planning on using a sound bar, you should go with another model."
504007,4,第一次买的戴尔用了七年没有修过，超级好评，但是现在买的G3很卡，刚开始几次可以用指纹，后面用不了了，不知道为什么，
484687,5,正品玩吃鸡游戏一点也不卡顿
465517,1,绝对是我见过的最垃圾的显示器，也可能是你们见过的最垃圾的显示器。看这个显示器眼睛痛
529036,4,电脑反应可以，包装也很好。但做PPT保存时卡，不知道为什么。其他方面再追评
188581,1,这电脑屏幕出问题了，就选择沉默？？要清晰截图，发过去了就不理人？？？无良商家，出门被撞死！！！！！！！！
313866,1,除了下载个歌，啥都用不了
237663,4,总体挺满意，机身小巧，运行win10很快，i5比较适合办公。几点不足：只能安装一个3.5硬盘，不过主板可以安装m.2硬盘；集成显卡只有DP和HDMI接口，没有VGA和DVI接口；7代处理器不完全支持Win7；对UEFI启动不熟，折腾半天也没搞懂如何把一个机器上装好的系统迁移到另一个机器上去，只能一个个装。
2230,4,还不错，就是贵了点
75318,5,物流不错，够快，I5配置挺高了，给咱售楼处配的，试用了下大家都说不错，都很满意，卖家服务也很耐心，办公首选戴尔，购买推荐你家，赞！
261459,4,速度快，性能不错！就是卖家装系统后，少了不少螺丝！都没法安装到机柜上了。自己配的螺丝。
232434,1,这个我玩英雄联盟会闪退，不知道为什么太可怕了，感觉好像不兼容，怎么办？还有什么别的问题我没发现而已，这个本不怎么样，还不如i5的，菜鸡本，**
507856,1,电池似乎有问题，续航能力不稳定。散热功能不行，CPU温度在无任务的情况下，居然达到了75℃以上。差评，准备退货。
450816,5,r430很安静，用四个硬盘做了raid10，稳定又快速，适合做企业内部最核心的服务器
33988,5,非常好
236111,5,电脑不错，速度很快
303664,5,很小巧，很不错。直接下的单。按装过程中遇到一些小问题，咨询客服，原来还可以送视频转接器的，只是自己另外买了。建议对货品不是很清楚的，先跟客服沟通，也许能省一个转接器。
489447,4,电脑买的是4G的运行内存，感觉用起来还是小了点，建议玩游戏还是别买这款，只能说贵的电脑好用一些吧，一分钱一分货，总体来说电脑还是不错，客服解答问题态度很好，很很专业。只是不知道刚买来的时候就给我下了一些东西了?。。
59324,5,质量好没的说已经好几次购买了
424288,5,电脑一直选择戴尔的，第一次选择迷你主机，感觉很小巧，不占地方，日常办公应该没问题~
375609,2,物流很快，外面没有被打开过，开机速度也可以，真的是windows10.想买的话就下单吧。对了充电的时候不要玩啊，记着。
311114,1,这电脑总是死机，就突然什么都做不了，键盘也没用，合盖后还有莫名其妙的声音。有时候还突然黑屏，真的不知道怎么回事，唉！后悔买了
13450,4,物美价廉，买来过渡用。 等活动中&hellip;&hellip;
143716,1,前天买的，昨天就落价了，不知道是不是屏幕的质量问题还是怎么，售后补差价补的也不如意。
397151,5,拍的宝贝很好，没想到这次物流很快，快递小哥也很给力！
272299,5,非常不错哦，你值得拥有，性价比高，适合办公测试软件等使用。
180710,5,卖家挺细心的，解说挺详细，收到后试了下，开机速度挺快，现在还没装别的软件，不过一般办公应该是足够了，就是答应给我的鼠标垫没发，有那么一点点遗憾呢。
177833,1,打开页面 都卡      两台  一样卡  动不动就死机    差评      提醒大家  一定要货比三家    售后起来太麻烦
266116,4,东西不错，很好。用6天，过段时间再来评下。
44617,5,店已经收藏了很久，不过是第一次下手。应该说还不错。
190777,5,不错，挺好的，信奈京东~
140275,5,买之前比较了很多品牌，最终选中这款，安装简单，配置高，小机箱不占地，声音小，运行速度快，关键还能开专票，物流快，包装严实。
54055,5,东西不错 性价比高 下次再来！
277406,1,机器还没试，但连鼠标垫都没有，不知店家是不是忽悠的，什么赠品都没有
412292,3,东西没问题 三分是给货品质量 可以放心两星减在服务 备注了务必要发票 说单发 一周能到结果发票和HDMI线催了三次 隔了一个多月才到望改进
223994,4,还可以吧目前用得！没什么问题
251021,4,电流声和风扇声其实还好，没有评论里的说的那么大，就是看视频的时候突然白屏，但电视剧播放的声音确一直在放，而且无法关闭，我一般会选择重启，偶尔还会突然没有声音，也不知道哪里来的这么多毛病，说起散热，不是很好，戴尔在这方面也就这样，其实这台电脑到是有挺多的小毛病的，而且在双十一这种大型购物狂欢节基本没优惠，价格还经常起伏不定，还想买的，还是考虑一下吧！
65567,5,牛?的电脑，稳定，加装M2固态，自己找个螺丝。客服售后都很好。就是SD读卡器没有预装，其它都还不错！
448163,1,还可以吧
67669,5,公司购买的品牌产品产品大气，送货准时。服务超好。
485800,5,服务很赞，货真价实，速度也快，好评！
166418,1,差评给京东，大家注意了：同一时间同一商品价格不一样，有的帐号页面显示满999减100，有的却没有，客服回复：每个会员都不一样的活动，什么情况，差别对待，我在这几年没消费了，这次一来就出这状态！！！！放弃京东
182638,1,商家不负责任，买的整套机器，只发了主机，也不提前告知，收到才发现没有发显示器，联系客服后，客服才说配套的没有货，给发一个其它型号其它功能都一样，就是不带声音，结果过来的连HDMI接口都不带，联系客服处理，客服不回复，提醒各位谨慎购买！
166181,4,不错
155046,4,一次买了三台，有一台有问题卖家给解决了
37748,4,送的 无所谓好不好了，
534748,3,客服太不负责了，我6号下单，17号才到货，中途问客服好多次原因都敷衍了事，不认真查明具体不出库原因，后来是我自己联系库房那边才知道库房与快递直接衔接有问题，客服却一直说电脑还在调制中，这么极度不负责的客服是干嘛的。第一次在京东买东西这么久才到货的，对客服超级冒火。
457755,4,1、双十一下的单，13号就到了，快递速度还行！2、价格4399，价格还行吧！3、舍友觉得屏幕上下左右边框略大，整体看上去不怎么好看，本人觉得还行吧！4、机身外壳整体做工没宣传营销说的那么很精致很精致，有大大小小瑕疵的地方，重点是转轴部分，磕出一小痕迹，其他还好5、系统硬件部分看数据上还行，电脑小白，也很久没摸过电脑，现在出到win 10键盘多了好多没见过的按键，有点不怎么会用！硬盘分区的还不会弄！6、风扇声音一般出现在电脑要更新系统，开了超过五六个程序，打LOL的时候才有点响声，平时看看文档、听听歌、搜搜资料比较安静！再说发热个人觉得最热的时候，摸着是温热，不烫手！再用久一些再追评吧
517291,4,不错！能对得起这个价格！
439433,5,HP服务器质量杠杠的。商家还送了耳机、排插。
377222,1,差评，真的只用了两次，还只是在家里用，然后就充不上电啦！千万别买，残次品，灯亮，但根本充不上电！
342304,5,京东物流速度很快，包装的很严实，机器的质量很好，很喜欢！！
522297,5,r430很安静，用四个硬盘做了raid10，稳定又快速，适合做企业内部最核心的服务器
307963,4,"用了一个月才发现没有评价。。。东西很好，买的i5+1050ti,打lol极高fps在泉水里有200左右，打团120左右。堡垒之夜风扇转的很厉害了。就是键盘的上面那块板打游戏时很烫，其他都还好日常使用没有问题，快递很快，总得来说好评"
102800,1,很坑，电脑上没有office这些正版软件，询问客服也一直跟我岔开话题。服了，要不是给公司买的就退货了，真是垃圾，再也不会买戴尔！！！
480315,5,使用了一段时间了，网速很快，很适合办公，噪声小
83207,5,电脑很美，尤其这个蓝光灯简直爱不释手，电脑保存完好是新机，尤其京东客服的服务态度我打满分，总之一句话挺满意的就是还没有开始玩游戏，过后在追评。
85575,5,公司买的还不错性价比挺好的
46371,5,机器性能可以，散热好，做工精密，外形有型有格。
78175,5,不错，挺好的
18003,5,挺好使用的
143530,2,经常死机重启，差评
184388,1,卡爆了有没有，还不如笔记本流畅
468267,5,应该还是不错的吧，比较是品牌机，不过还没有开机试用，不知道具体如何，以后再追评
500195,1,差评！电脑频繁死机。用着用着就不动了，必须自己重启，，
327746,5,机箱高度比ip7plus略高些。内部扩展还不错，想改ssd的两种方式都可以。各种配件全新，到家正常使用了两天，win10暂时可以接受，作为日常家用，又不想要过分占位置的主机，这个大小很适合了。尤其机箱内的小喇叭，替代发生够了。也可以用蓝牙音箱做扩展。
331358,1,这是我买到的世界上最烂最烂最烂没有之一的，所谓品牌电脑。比二手市场买的二手电脑还烂。谁买谁后悔。开机慢打开慢运行慢。慢死你！刚用不了几天就坏了，开不了机。谁买谁后悔！谁买谁受气！谁买谁心堵得慌！堵死你慢死你！
73964,4,清洁起来干净
293667,5,产品性能强大，运行也挺稳定，商家服务不错，很满意的一次购物。
238649,5,不错
309473,4,散热一般，日常使用还可以，打游戏就算了。还有售后不好，没人理
500465,4,音响声音小了点
333840,4,还可以吧，就是分辨率不是很清楚
401151,5,详细咨询了一些问题，客服耐心的解答！发货挺快的，质量不错，运行快。店铺的技术还是不错的，以后有需要再来！
208812,3,vga口可能有问题，用vga线模糊，发黄绿，用高清线正常，惰得换货，来时屏幕满是灰尘，有可能二手货。
22699,5,很好的卖家点赞赞赞赞赞赞赞
66092,2,4100元主机 垃圾，磁盘卡卡响，感觉旧货，三年上门是假的，有问题不给更换退货，说激活了系统，大家一定记住不要开机，不开机我咋知道电脑有问题！
222445,5,灵活多用，物超所值，满足日常需求。
510132,5,不错，电脑机箱很小巧
232633,3,系统@太麻烦了，不够智能，有问题。
395796,5,一直很忙没来及评价，电脑很好用哇，虽然开机有点慢，最重要的是，粉色真的超级好看啊啊啊，再用用看怎么样吧，很信任老牌子
314820,5,机箱小巧，不占地，办公用很好
300186,1,电脑我是挺满意的，但是双十一价格又降了挺失落的，但是这里我还是要给差评，真的太令人生气了，我第一次充电充电器就是坏的，第一次第一次第一次，联系店铺客服，他让我找一个公众号的客服，好，我找了，公众号的客服说这个问题不归他们管，让我找店铺客服，店铺客服也推脱，整天敷衍你&ldquo;你好，请问您有什么问题呢?&rdquo;&ldquo;我充电器坏了怎么处理&rdquo;&ldquo;您好，请问您有什么问题呢？&rdquo;，你说气不气人，我说要换货，他说不归他们管，我说要退货，他说退货要连电脑一起退，但是如果电脑联网了不能退，我说换充电器就好，他一会又跟你说不能单独退充电器，一会又说&ldquo;您好，请问您有什么问题呢?&rdquo;，气得半死，一直在推来推去的，到现在都没给我处理
454816,5,速度快
50716,4,机器小巧，但也正因此里面电源不是标准大小，以后换电源麻烦。
87953,4,都可以的
132604,5,物流特别快，包装完整，没有任何损坏，拿回来就试了下，安装简单，操作方便，效果还挺好，非常满意。
502507,5,不错
499503,4,很慌
32458,4,还可以吧，一切用着不错，只不过我们都没商量你们就自个帮我分了五个盘&hellip;&hellip;
31122,5,发货速度快，赠品及配件全，服务好。发货速度快，赠品及配件全，服务好。
388151,1,差评
211890,5,客服很细心，态度很好，满意的一次购物
6289,5,服务器没问题。。满意。轻便。噪音小。运行速度快。不过赠品插排内部短路。导致我服务器整个机柜跳闸。恢复数据搞半天。赠品插排。各位慎用。切记。
145411,2,有点坑，送的300优惠券10分钟就过期了，而且还买了过后才告知只能在本店消费，而且本店就没有一件商品是300以下的，太坑了，送的300 打水漂了，而且新电脑有个耳机孔是不能用，差评
497592,3,噪音比较大，其他回头再评
187069,3,一分钱一分货，面板压得不好有光影
125040,1,客服问十句不回答一句，开机没几次就经常出现黑屏，问客服没人搭理，后悔死了
262270,1,是给主机的一星！
121308,4,别的不说了太坎坷  电脑扬声器竟然在电脑下面声音小听不清 不知道咋设计的
157748,5,物流给力包装完整，。京东产品好
62540,5,东西很好，卖家态度更好，赠品多，实用，有需要下次还来买
80564,5,完美，就是贵了点，27寸比23.6寸贵好多。其他方面，运行流畅。打包起来是以后在装。
349169,5,不错，卖家非常耐心的给予安装指导，稍微弄了下就能使用了，性价比高
82328,5,非常好 赠送的 速度快
176658,1,一晚上蓝屏6次，错误信息还各不相同。无理由退换7天，你放仓库放6天，套路深啊。驱动没预装好就别卖，看了一下，最近双十一差评真的多，确实不该相信你们
237044,4,I got this monitor for $209 from Amazon. Its a bit expensive but the monitor is great for normal video consumption. I bought it for programming though. The text is not that sharp at 1080p (I connect it to Macbook Pro mid 2014 model) but its managable.
40337,5,很好很不错用的很舒服啊，，，
367743,5,办公绰绰有余 散热好 速度快 继续购买
325759,5,除了系统用不惯，东西其他都可以。
250972,2,散热整个键盘都是热的，打游戏绝对的卡，日常被强制重启，所以我买的是个啥，因为诸多原因，没能退货?
376641,1,此用户未填写评价内容
63434,4,不错
402658,5,东西不错，说是R220升级，买回来其实挺好用的！
215452,5,物流很快，包装很好，质量也不错。
45102,5,发货快，根据要求特别定制，整体非常好，收货时有点小插曲，希望以后可以避免！
411665,2,商品符合度一般   最外面的铁网有一些小突点弄得不是太好     五个风扇中间最大的风扇风力是最小的   这个要改进   既然用的220v电压可以风扇在大功率一点的   发烧玩家不怕吵的
249770,4,运行速度还行
472570,4,噪音小，散热好
190772,5,质量不错的，从他家买了好几次了，卖家态度也是超级好
480508,5,公司用的，性能很好，客服很贴心专业！
343159,3,还好吧，虽然什么都没送，，很不开心，电脑包都没有，所以给三星
